Product Name,Price,Rating,Link,Image URL
"Redmi Note 14 5G (Titan Black, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","21,999",3.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDgwMDA0MjUwNzY3NTMzOjE3Mzc4MTg4ODY6c3BfbXRmOjMwMDQzNDkwNTkyMzYzMjo6MDo6&url=%2FRedmi-Note-14-5G-Dimensity%2Fdp%2FB0DPFVDFT3%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737818886%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71VzgeSWDQL._AC_UY218_.jpg
"Redmi Note 13 Pro+ (Fusion Purple, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge","24,999",3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDgwMDA0MjUwNzY3NTMzOjE3Mzc4MTg4ODY6c3BfbXRmOjMwMDE1MjgxMjczODYzMjo6MDo6&url=%2FRedmi-Fusion-Storage-Mediatek-HyperCharge%2Fdp%2FB0CRQ8Q3QP%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737818886%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/819sWoSDFRL._AC_UY218_.jpg
"realme NARZO 70x 5G (Ice Blue, 8GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box","14,999",4.1 out of 5 stars,https://www.amazon.in/realme-Storage-Display-Dimensity-Charger/dp/B0D3WXQN8N/ref=sr_1_13?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-13,https://m.media-amazon.com/images/I/71w-mmKgIfL._AC_UY218_.jpg
"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","9,099",4.0 out of 5 stars,https://www.amazon.in/Redmi-Starlight-Storage-MediaTek-Dimensity/dp/B0CNX89QR8/ref=sr_1_14?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-14,https://m.media-amazon.com/images/I/81nMsYgIHdL._AC_UY218_.jpg
"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box","7,498",4.0 out of 5 stars,https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D945V84N/ref=sr_1_15?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-15,https://m.media-amazon.com/images/I/71r0Ysx+oVL._AC_UY218_.jpg
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)","17,998",4.1 out of 5 stars,https://www.amazon.in/OnePlus-Super-Silver-128GB-Storage/dp/B0D5YCYS1G/ref=sr_1_16?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-16,https://m.media-amazon.com/images/I/61Io5-ojWUL._AC_UY218_.jpg
"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,299",4.0 out of 5 stars,https://www.amazon.in/Redmi-Storage-Segment-Largest-Charging/dp/B0DLW1L5PR/ref=sr_1_17?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-17,https://m.media-amazon.com/images/I/718HzJbvY1L._AC_UY218_.jpg
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,6GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update","12,499",4.0 out of 5 stars,https://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0DGX9VVFV/ref=sr_1_18?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-18,https://m.media-amazon.com/images/I/81scQ7qlPuL._AC_UY218_.jpg
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 128GB Storage)","16,249",4.2 out of 5 stars,https://www.amazon.in/OnePlus-Nord-Chromatic-128GB-Storage/dp/B0BY8MCQ9S/ref=sr_1_19?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-19,https://m.media-amazon.com/images/I/61LB+d0vheL._AC_UY218_.jpg
POCO C61 Diamond Dust Black 4GB RAM 64GB ROM,"5,999",3.9 out of 5 stars,https://www.amazon.in/POCO-Diamond-Dust-Black-64GB/dp/B0CYBBB82G/ref=sr_1_20?dib=eyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg&dib_tag=se&keywords=mobile&qid=1737818886&sr=8-20,https://m.media-amazon.com/images/I/71fSTJ34SnL._AC_UY218_.jpg
"Redmi Note 13 Pro (Arctic White, 8GB RAM, 128GB Storage) | 1.5K AMOLED | 200MP Hi-Res Camera | Flagship 4nm SD 7s Gen 2 | 67W TurboCharge","19,999",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDgwMDA0MjUwNzY3NTMzOjE3Mzc4MTg4ODY6c3BfYnRmOjMwMDE1MjgxMDc0NDczMjo6MDo6&url=%2FRedmi-Arctic-Storage-Flagship-TurboCharge%2Fdp%2FB0CRQFGKXG%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737818886%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/71XQD0wtMPL._AC_UY218_.jpg
"Redmi 14C 5G (Starlight Blue, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","11,999",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDgwMDA0MjUwNzY3NTMzOjE3Mzc4MTg4ODY6c3BfYnRmOjMwMDQ1NzQzNjg4NjczMjo6MDo6&url=%2FRedmi-Starlight-Storage-Superfast-Snapdragon%2Fdp%2FB0DQV9T66N%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.74RaObufa8w7J1x2GW0aCTNbx8kdgfd61Os9Myy1oakJQIEM2WXDWEjC_a0sECO2sHbeQrUTzwbSbmJ1AIlfkFslI10m_V0t-SB71Jjd06-GuDhxrn665p68QHMakmXNEtjIYkvMvuYz1NN2ArMFpEBnttWKjH7qOmQzu5DE7ndB5Z5nV1one7cZPHhfjs5JtTe3-Jnc34x4xILdVjR1kXoi-BpKUBp4fiTitSM-Iys.JpFcJPNz6uHo1UGqvm6n0puCfvNL-WkWdr2Jp0vRwPg%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737818886%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81PjX4nMY5L._AC_UY218_.jpg
